,"Country, Other",Total Cases,New Cases,Total Deaths,New Deaths,Total Recovered,New Recovered,Active Cases,"Serious, Critical",Tot Cases/ 1M pop,Deaths/ 1M pop,Total Tests,Tests/ 1M pop,Population,Continent,day
1199,Iraq,2465545,0,25375,0.0,2439497,0,673,21,58474,602,19544451,463523,42164965,Asia,2023-02-27
1200,Singapore,2222006,0,1722,0.0,2149583,0,70701,1,373852,290,24756666,4165302,5943546,Asia,2023-02-27
1201,New Zealand,2216852,1297,3904,6.0,2205354,1176,7594,0,452585,797,7768604,1586011,4898203,Australia/Oceania,2023-02-27
1202,Hungary,2194969,0,48745,0.0,2142682,0,3542,6,228494,5074,11394556,1186160,9606259,Europe,2023-02-27
1203,Bangladesh,2037773,0,29445,0.0,1998448,0,9880,0,12138,175,15254399,90862,167885689,Asia,2023-02-27
1204,Slovakia,1862779,19,21017,0.0,1840582,13,1180,20,341156,3849,7402309,1355686,5460193,Europe,2023-02-27
1205,Georgia,1825598,0,16965,0.0,1776548,0,32085,0,459995,4275,16920079,4263340,3968738,Asia,2023-02-27
1206,Jordan,1746997,0,14122,0.0,1731007,0,1868,59,169597,1371,17201885,1669945,10300869,Asia,2023-02-27
1207,Ireland,1702523,0,8629,0.0,1692064,126,1830,11,339135,1719,13024205,2594360,5020199,Europe,2023-02-27
1208,Pakistan,1576939,23,30643,0.0,1538689,0,7607,13,6872,134,30570862,133213,229488994,Asia,2023-02-27
1209,Norway,1478979,72,5112,0.0,1473203,28,664,20,268351,928,11002430,1996315,5511370,Europe,2023-02-27
1210,Finland,1462169,0,8892,0.0,1451702,96,1575,21,263219,1601,12047792,2168835,5554960,Europe,2023-02-27
1211,Kazakhstan,1407823,472,13846,0.0,1383020,0,10957,24,73305,721,11575012,602707,19205043,Asia,2023-02-27
1212,Slovenia,1327637,121,7071,0.0,1316886,124,3680,6,638891,3403,2836500,1364992,2078034,Europe,2023-02-27
1213,Lithuania,1304132,64,9586,1.0,1288956,598,5590,5,489961,3601,10376092,3898283,2661708,Europe,2023-02-27
1214,Bulgaria,1296773,105,38216,5.0,1255613,103,2944,25,189459,5583,11052747,1614813,6844597,Europe,2023-02-27
1215,Morocco,1272446,1,16296,0.0,1256083,6,67,3,33687,431,12982046,343688,37772756,Africa,2023-02-27
1216,Croatia,1268992,326,17971,21.0,1250549,374,472,10,312615,4427,5503682,1355825,4059286,Europe,2023-02-27
1217,Guatemala,1235996,26,20169,1.0,1214657,45,1170,5,66508,1085,6917051,372204,18584039,North America,2023-02-27
1218,Lebanon,1231840,127,10828,3.0,1087587,0,133425,74,184273,1620,4795578,717380,6684849,Asia,2023-02-27
1219,Costa Rica,1199055,0,9214,0.0,860711,0,329130,52,231373,1778,4659757,899158,5182354,North America,2023-02-27
1220,Bolivia,1192933,45,22365,0.0,1157318,207,13250,220,99472,1865,2705422,225590,11992656,South America,2023-02-27
1221,Tunisia,1150793,0,29330,0.0,0,0,0,44,95528,2435,5001397,415169,12046656,Africa,2023-02-27
1222,Cuba,1112593,10,8530,0.0,1103971,0,92,0,98410,754,14317196,1266375,11305652,North America,2023-02-27
1223,Ecuador,1056578,0,36008,0.0,1020570,4571,0,759,58331,1988,3082403,170173,18113361,South America,2023-02-27
1224,UAE,1051930,68,2349,0.0,1035074,99,14507,0,104340,233,199206191,19759020,10081785,Asia,2023-02-27
1225,Uruguay,1034303,257,7617,0.0,1026186,191,500,18,295852,2179,6114822,1749083,3496016,South America,2023-02-27
1226,Panama,1031273,259,8604,1.0,1022299,413,370,16,231905,1935,7532271,1693801,4446964,North America,2023-02-27
1227,Mongolia,1007896,0,2179,0.0,1005709,0,8,192,298364,645,4030048,1193000,3378078,Asia,2023-02-27
1228,Nepal,1001143,3,12020,0.0,989115,2,8,0,33122,398,6012867,198933,30225582,Asia,2023-02-27
1229,Belarus,994037,0,7118,0.0,985592,0,1327,0,105381,755,13646641,1446722,9432800,Europe,2023-02-27
1230,Latvia,975977,9,6239,0.0,969402,10,336,13,527887,3375,7864358,4253678,1848837,Europe,2023-02-27
1231,Saudi Arabia,829388,101,9615,1.0,816685,55,3088,29,23138,268,45140040,1259315,35844909,Asia,2023-02-27
1232,Azerbaijan,828512,0,10117,0.0,818238,0,157,0,80436,982,7522178,730294,10300205,Asia,2023-02-27
1233,Paraguay,808327,0,19870,0.0,0,0,0,7,110641,2720,2657506,363751,7305843,South America,2023-02-27
1234,Bahrain,707105,855,1548,0.0,706013,0,-456,5,396363,868,10735877,6017926,1783983,Asia,2023-02-27
1235,Sri Lanka,672029,2,16830,0.0,655197,1,2,0,31147,780,6486117,300619,21575842,Asia,2023-02-27
1236,Kuwait,663456,0,2570,0.0,660237,0,649,0,151463,587,8455743,1930391,4380326,Asia,2023-02-27
1237,Dominican Republic,660533,0,4384,0.0,644785,0,11364,4,59742,397,3740928,338350,11056370,North America,2023-02-27
1238,Cyprus,649093,0,1305,0.0,642855,0,4933,60,530570,1067,9640118,7879860,1223387,Asia,2023-02-27
1239,Myanmar,633914,3,19490,0.0,614398,1,26,0,11478,353,10047850,181937,55227143,Asia,2023-02-27
1240,Palestine,621008,0,5404,0.0,615445,0,159,17,116173,1011,3078533,575907,5345541,Asia,2023-02-27
1241,Estonia,614848,0,2934,0.0,524990,0,86924,1,465121,2220,3671717,2777585,1321910,Europe,2023-02-27
1242,Moldova,603750,0,11974,0.0,504142,0,87634,49,150442,2984,3216305,801437,4013171,Europe,2023-02-27
1243,Venezuela,551981,7,5853,0.0,545871,30,257,36,18860,200,3359014,114771,29266991,South America,2023-02-27
1244,Egypt,515698,0,24613,0.0,442182,0,48903,122,4858,232,3693367,34792,106156692,Africa,2023-02-27
1245,Libya,507174,3,6437,0.0,500734,1,3,0,72034,914,2483676,352758,7040745,Africa,2023-02-27
1246,Ethiopia,499974,15,7572,0.0,487236,15,5166,0,4138,63,5487912,45425,120812698,Africa,2023-02-27
1247,Qatar,494056,120,686,0.0,493016,87,354,28,165795,230,4065369,1364257,2979915,Asia,2023-02-27
1248,Réunion,486588,0,921,0.0,418572,0,67095,10,535854,1014,1603660,1766027,908061,Africa,2023-02-27
1249,Honduras,472116,559,11111,2.0,0,0,0,105,46190,1087,1633222,159787,10221247,North America,2023-02-27
1250,Armenia,446819,0,8721,0.0,435162,0,2936,0,150345,2934,3242901,1091164,2971966,Asia,2023-02-27
1251,Bosnia and Herzegovina,401575,0,16278,0.0,379084,0,6213,0,123588,5010,1884721,580036,3249317,Europe,2023-02-27
1252,Oman,399449,0,4628,0.0,384669,0,10152,2,75028,869,25000000,4695724,5323993,Asia,2023-02-27
1253,North Macedonia,346852,0,9662,0.0,337068,0,122,0,166651,4642,2226216,1069626,2081304,Europe,2023-02-27
1254,Zambia,342964,133,4057,2.0,338645,356,262,0,17615,208,3931881,201943,19470234,Africa,2023-02-27
1255,Kenya,342912,12,5688,0.0,337198,15,26,1,6100,101,3967062,70569,56215221,Africa,2023-02-27
1256,Albania,334380,2,3596,0.0,329140,13,1644,0,116656,1255,1941032,677173,2866374,Europe,2023-02-27
1257,Botswana,329727,65,2801,0.0,326868,0,58,1,135070,1147,2026898,830300,2441162,Africa,2023-02-27
1258,Luxembourg,297757,0,1133,0.0,288991,0,7633,0,463528,1764,4412567,6869188,642371,Europe,2023-02-27
1259,Montenegro,288197,109,2804,3.0,284604,141,789,6,458949,4465,2715954,4325112,627950,Europe,2023-02-27
1260,Brunei,277992,0,225,0.0,243601,0,34166,0,624097,505,717784,1611437,445431,Asia,2023-02-27
1261,Algeria,271440,0,6881,0.0,182791,0,81768,0,5985,152,230861,5091,45350148,Africa,2023-02-27
1262,Nigeria,266593,130,3155,0.0,259850,0,3588,11,1230,15,5708974,26339,216746934,Africa,2023-02-27
1263,Zimbabwe,263921,0,5663,0.0,257205,0,1053,12,17214,369,2525756,164744,15331428,Africa,2023-02-27
1264,Uzbekistan,250932,0,1637,0.0,241486,0,7809,23,7298,48,1377915,40077,34382084,Asia,2023-02-27
1265,Mozambique,233098,0,2242,0.0,228805,0,2051,11,7044,68,1371127,41437,33089461,Africa,2023-02-27
1266,Martinique,229807,0,1098,0.0,0,0,0,12,614314,2935,828928,2215870,374087,North America,2023-02-27
1267,Laos,218015,0,758,0.0,0,0,0,0,29142,101,1233207,164845,7481023,Asia,2023-02-27
1268,Afghanistan,209306,32,7896,0.0,190810,162,10600,45,5136,194,1200009,29445,40754388,Asia,2023-02-27
1269,Iceland,208999,0,229,0.0,0,0,0,2,605105,663,1996384,5780036,345393,Europe,2023-02-27
1270,Kyrgyzstan,206633,0,2991,0.0,196406,0,7236,131,30711,445,1907195,283460,6728271,Asia,2023-02-27
1271,Guadeloupe,201852,0,1010,0.0,0,0,0,19,504890,2526,938039,2346306,399794,North America,2023-02-27
1272,El Salvador,201785,0,4230,0.0,179410,0,18145,8,30805,646,2610114,398467,6550389,North America,2023-02-27
1273,Trinidad and Tobago,188737,0,4339,0.0,184363,0,35,8,134181,3085,895520,636663,1406585,North America,2023-02-27
1274,Maldives,185732,3,311,0.0,163687,0,21734,25,343322,575,2213831,4092223,540985,Asia,2023-02-27
1275,Ghana,171172,0,1462,0.0,169697,0,13,2,5284,45,2529956,78096,32395450,Africa,2023-02-27
1276,Namibia,171121,0,4090,0.0,166689,0,342,0,64969,1553,1062663,403460,2633874,Africa,2023-02-27
1277,Uganda,170504,26,3630,0.0,100431,0,66443,3,3520,75,3012408,62198,48432863,Africa,2023-02-27
1278,Jamaica,154065,0,3500,0.0,102393,0,48172,0,51611,1172,1183986,396633,2985094,North America,2023-02-27
1279,Cambodia,138715,1,3056,0.0,135652,2,7,0,8080,178,3091420,180062,17168639,Asia,2023-02-27
1280,Rwanda,133180,10,1468,0.0,131634,0,78,0,9792,108,6021981,442778,13600464,Africa,2023-02-27
1281,Cameroon,124392,64,1965,0.0,122344,11,83,13,4457,70,1751774,62762,27911548,Africa,2023-02-27
1282,Malta,117477,139,827,0.0,116028,105,622,4,264568,1862,2117102,4767893,444033,Europe,2023-02-27
1283,Barbados,106645,0,575,0.0,106057,0,13,0,370266,1996,794426,2758203,288023,North America,2023-02-27
1284,Angola,105255,50,1933,2.0,103298,48,24,0,3005,55,1499795,42818,35027343,Africa,2023-02-27
1285,Channel Islands,101320,0,227,0.0,100975,0,118,0,574171,1286,1252808,7099551,176463,Europe,2023-02-27
1286,French Guiana,98041,0,420,0.0,11254,0,86367,6,312065,1337,651257,2072951,314169,South America,2023-02-27
1287,DRC,95646,0,1464,0.0,84282,0,9900,0,1004,15,846704,8890,95240792,Africa,2023-02-27
1288,Senegal,88917,0,1971,0.0,86938,0,8,0,5037,112,1146543,64946,17653671,Africa,2023-02-27
1289,Malawi,88681,0,2686,0.0,85542,0,453,67,4394,133,624784,30959,20180839,Africa,2023-02-27
1290,Ivory Coast,88185,3,834,0.0,87313,14,38,0,3179,30,1678735,60512,27742298,Africa,2023-02-27
1291,Suriname,82227,0,1400,0.0,0,0,0,0,137773,2346,240907,403644,596831,South America,2023-02-27
1292,New Caledonia,79876,0,314,0.0,79557,0,5,9,274568,1079,98964,340182,290915,Australia/Oceania,2023-02-27
1293,French Polynesia,77957,0,649,0.0,0,0,0,7,274338,2284,0,0,284164,Australia/Oceania,2023-02-27
1294,Eswatini,74199,0,1423,0.0,72726,0,50,0,62625,1201,1048704,885119,1184817,Africa,2023-02-27
1295,Guyana,73066,0,1298,0.0,71742,0,26,0,92017,1635,721408,908523,794045,South America,2023-02-27
1296,Belize,70757,17,688,0.0,70056,20,13,6,171661,1669,576016,1397453,412190,North America,2023-02-27
1297,Fiji,68889,0,883,0.0,66850,0,1156,0,75747,971,668445,734986,909466,Australia/Oceania,2023-02-27
1298,Madagascar,67865,0,1422,0.0,66433,0,10,0,2326,49,525461,18009,29178077,Africa,2023-02-27
1299,Sudan,63787,0,5011,0.0,58438,0,338,0,1387,109,562941,12240,45992020,Africa,2023-02-27
1300,Mauritania,63667,0,997,0.0,62439,0,231,0,12988,203,1009957,206030,4901981,Africa,2023-02-27
1301,Cabo Verde,63243,3,413,0.0,62770,0,60,23,111406,728,401622,707482,567678,Africa,2023-02-27
1302,Bhutan,62615,0,21,0.0,61564,0,1030,0,79467,27,2303734,2923739,787941,Asia,2023-02-27
1303,Syria,57467,4,3164,0.0,54303,4,0,0,2968,163,146269,7553,19364809,Asia,2023-02-27
1304,Burundi,53609,0,38,0.0,53569,0,2,0,4246,3,345742,27386,12624840,Africa,2023-02-27
1305,Seychelles,50665,0,172,0.0,50440,0,53,0,509575,1730,0,0,99426,Africa,2023-02-27
1306,Gabon,48981,0,306,0.0,48674,0,1,0,21008,131,1621909,695641,2331533,Africa,2023-02-27
1307,Andorra,47866,0,165,0.0,47563,0,138,14,617921,2130,249838,3225256,77463,Europe,2023-02-27
1308,Papua New Guinea,46792,0,670,0.0,43982,0,2140,7,5036,72,249149,26813,9292169,Australia/Oceania,2023-02-27
1309,Curaçao,45986,0,295,0.0,44720,0,971,3,277812,1782,496693,3000640,165529,North America,2023-02-27
1310,Aruba,44026,0,236,0.0,42438,0,1352,2,409129,2193,177885,1653068,107609,North America,2023-02-27
1311,Tanzania,42823,0,846,0.0,0,0,0,7,677,13,0,0,63298550,Africa,2023-02-27
1312,Mayotte,42004,0,188,0.0,0,0,0,0,146734,657,176919,618038,286259,Africa,2023-02-27
1313,Mauritius,41717,0,1043,0.0,40012,0,662,0,32726,818,358675,281374,1274727,Africa,2023-02-27
1314,Togo,39377,3,290,0.0,39074,0,13,0,4536,33,808297,93113,8680837,Africa,2023-02-27
1315,Guinea,38267,0,467,0.0,37757,0,43,8,2760,34,660107,47607,13865691,Africa,2023-02-27
1316,Isle of Man,38008,0,116,0.0,0,0,0,0,443335,1353,150753,1758422,85732,Europe,2023-02-27
1317,Bahamas,37491,0,833,0.0,36366,0,292,1,93607,2080,257839,643767,400516,North America,2023-02-27
1318,Lesotho,34790,0,723,0.0,25980,0,8087,0,15990,332,431221,198199,2175699,Africa,2023-02-27
1319,Faeroe Islands,34658,0,28,0.0,0,0,0,5,703959,569,778000,15802409,49233,Europe,2023-02-27
1320,Haiti,34143,0,860,0.0,33044,0,239,0,2923,74,132422,11337,11680283,North America,2023-02-27
1321,Mali,33002,4,743,0.0,32090,16,169,0,1537,35,795475,37044,21473764,Africa,2023-02-27
1322,Cayman Islands,31472,0,37,0.0,8553,0,22882,1,467797,550,222773,3311280,67277,North America,2023-02-27
1323,Saint Lucia,29882,0,409,0.0,29095,0,378,0,161426,2209,210983,1139752,185113,North America,2023-02-27
1324,Benin,27990,0,163,0.0,27825,0,2,0,2189,13,604310,47268,12784726,Africa,2023-02-27
1325,Somalia,27324,0,1361,0.0,13182,0,12781,0,1622,81,400466,23778,16841795,Africa,2023-02-27
1326,Congo,25375,0,386,0.0,24006,0,983,0,4377,67,347815,59991,5797805,Africa,2023-02-27
1327,Solomon Islands,24575,0,153,0.0,0,0,0,1,34077,212,0,0,721159,Australia/Oceania,2023-02-27
1328,Micronesia,23671,0,60,0.0,0,0,0,1,201474,511,54967,467848,117489,Australia/Oceania,2023-02-27
1329,San Marino,23536,0,122,0.0,23276,0,138,4,690509,3579,157634,4624732,34085,Europe,2023-02-27
1330,Timor-Leste,23418,0,138,0.0,23102,0,178,0,17101,101,278529,203391,1369429,Asia,2023-02-27
1331,Burkina Faso,22056,0,396,0.0,21596,0,64,0,998,18,248995,11265,22102838,Africa,2023-02-27
1332,Liechtenstein,21413,4,89,0.0,21293,5,31,3,557819,2318,112457,2929559,38387,Europe,2023-02-27
1333,Gibraltar,20423,0,111,0.0,16579,0,3733,0,605952,3293,534283,15852213,33704,Europe,2023-02-27
1334,Grenada,19680,0,238,0.0,19358,0,84,4,173430,2097,182981,1612523,113475,North America,2023-02-27
1335,Bermuda,18799,0,160,0.0,18632,0,7,0,303508,2583,1027337,16586270,61939,North America,2023-02-27
1336,Nicaragua,18491,0,225,0.0,4225,0,14041,0,2728,33,0,0,6779100,North America,2023-02-27
1337,South Sudan,18368,0,138,0.0,18115,0,115,1,1581,12,410280,35313,11618511,Africa,2023-02-27
1338,Tajikistan,17786,0,125,0.0,17264,0,397,0,1786,13,0,0,9957464,Asia,2023-02-27
1339,Equatorial Guinea,17229,0,183,0.0,16907,0,139,5,11512,122,365697,244342,1496662,Africa,2023-02-27
1340,Tonga,16801,0,13,0.0,15638,0,1150,0,155927,121,535009,4965327,107749,Australia/Oceania,2023-02-27
1341,Samoa,16607,0,29,0.0,1605,0,14973,0,82116,143,187397,926612,202239,Australia/Oceania,2023-02-27
1342,Monaco,16106,0,67,0.0,15992,0,47,4,404846,1684,78646,1976875,39783,Europe,2023-02-27
1343,Dominica,15760,0,74,0.0,15673,0,13,0,217848,1023,229344,3170187,72344,North America,2023-02-27
1344,Djibouti,15690,0,189,0.0,15427,0,74,0,15441,186,305941,301094,1016097,Africa,2023-02-27
1345,Marshall Islands,15598,0,17,0.0,15528,0,53,0,259720,283,0,0,60057,Australia/Oceania,2023-02-27
1346,CAR,15368,0,113,0.0,15200,0,55,2,3063,23,81294,16205,5016678,Africa,2023-02-27
1347,Gambia,12586,0,372,0.0,12189,0,25,0,4919,145,155686,60851,2558482,Africa,2023-02-27
1348,Saint Martin,12257,0,63,0.0,1399,0,10795,7,308507,1586,112382,2828643,39730,North America,2023-02-27
1349,Vanuatu,12014,0,14,0.0,11976,0,24,0,37330,44,24976,77606,321832,Australia/Oceania,2023-02-27
1350,Greenland,11971,0,21,0.0,2761,0,9189,4,210117,369,164926,2894810,56973,North America,2023-02-27
1351,Yemen,11945,0,2159,0.0,9124,0,662,23,383,69,329592,10579,31154867,Asia,2023-02-27
1352,Caribbean Netherlands,11672,0,38,0.0,10476,0,1158,0,438023,1426,30126,1130559,26647,North America,2023-02-27
1353,Sint Maarten,11016,0,91,0.0,10905,0,20,0,250557,2070,62056,1411454,43966,North America,2023-02-27
1354,Eritrea,10189,0,103,0.0,10086,0,0,0,2782,28,23693,6470,3662244,Africa,2023-02-27
1355,Niger,9931,0,312,0.0,8890,0,729,1,381,12,254538,9759,26083660,Africa,2023-02-27
1356,St. Vincent Grenadines,9589,0,123,0.0,9466,0,0,0,85961,1103,113703,1019292,111551,North America,2023-02-27
1357,Antigua and Barbuda,9106,0,146,0.0,8954,0,6,1,91509,1467,18901,189943,99509,North America,2023-02-27
1358,Comoros,8998,0,161,0.0,8837,0,0,0,9916,177,0,0,907419,Africa,2023-02-27
1359,Guinea-Bissau,8953,0,176,0.0,8660,0,117,6,4339,85,145231,70385,2063367,Africa,2023-02-27
1360,Liberia,8077,12,294,0.0,7768,0,15,2,1522,55,139824,26356,5305117,Africa,2023-02-27
1361,Sierra Leone,7760,0,126,0.0,0,0,0,0,934,15,259958,31296,8306436,Africa,2023-02-27
1362,Chad,7678,3,194,0.0,4874,0,2610,0,441,11,191341,10988,17413580,Africa,2023-02-27
1363,British Virgin Islands,7305,0,64,0.0,0,0,0,0,238757,2092,107339,3508269,30596,North America,2023-02-27
1364,Cook Islands,7025,0,2,0.0,7012,0,11,0,399806,114,19690,1120596,17571,Australia/Oceania,2023-02-27
1365,Saint Kitts and Nevis,6596,0,46,0.0,6546,0,4,0,122441,854,126927,2356129,53871,North America,2023-02-27
1366,Turks and Caicos,6551,0,38,0.0,6491,0,22,4,164842,956,611527,15387811,39741,North America,2023-02-27
1367,Sao Tome and Principe,6281,0,77,0.0,6204,1,0,0,27587,338,29036,127530,227679,Africa,2023-02-27
1368,Palau,5988,0,9,0.0,5976,0,3,0,328416,494,69136,3791806,18233,Australia/Oceania,2023-02-27
1369,St. Barth,5439,0,6,0.0,0,0,0,0,546908,603,78646,7908095,9945,North America,2023-02-27
1370,Nauru,5247,0,1,0.0,5075,0,171,0,481244,92,20509,1881042,10903,Australia/Oceania,2023-02-27
1371,Kiribati,5013,0,18,0.0,2703,0,2292,3,40618,146,0,0,123419,Australia/Oceania,2023-02-27
1372,Anguilla,3904,0,12,0.0,3879,0,13,4,256336,788,51382,3373736,15230,North America,2023-02-27
1373,Macao,3514,0,121,0.0,3387,0,6,0,5264,181,7850,11760,667490,Asia,2023-02-27
1374,Saint Pierre Miquelon,3452,0,2,0.0,2449,0,1001,1,599410,347,25400,4410488,5759,North America,2023-02-27
1375,Wallis and Futuna,3427,0,7,0.0,438,0,2982,0,312056,637,20508,1867419,10982,Australia/Oceania,2023-02-27
1376,Tuvalu,2805,0,0,0.0,0,0,2805,0,232471,0,0,0,12066,Australia/Oceania,2023-02-27
1377,Saint Helena,2166,0,0,0.0,2,0,2164,0,354211,0,0,0,6115,Africa,2023-02-27
1378,Falkland Islands,1930,0,0,0.0,1930,0,0,0,545352,0,8632,2439107,3539,South America,2023-02-27
1379,Montserrat,1403,0,8,0.0,1376,0,19,0,282578,1611,17762,3577442,4965,North America,2023-02-27
1380,Niue,788,0,0,0.0,776,10,12,0,485820,0,0,0,1622,Australia/Oceania,2023-02-27
1381,Diamond Princess,712,0,13,0.0,699,0,0,0,0,0,0,0,0,Do not know,2023-02-27
1382,Vatican City,29,0,0,0.0,29,0,0,0,36295,0,0,0,799,Europe,2023-02-27
1383,Western Sahara,10,0,1,0.0,9,0,0,0,16,2,0,0,626161,Africa,2023-02-27
1384,MS Zaandam,9,0,2,0.0,7,0,0,0,0,0,0,0,0,Do not know,2023-02-27
1385,Tokelau,5,0,0,0.0,0,0,5,0,3628,0,0,0,1378,Australia/Oceania,2023-02-27
1386,China,503302,0,5272,0.0,379053,0,118977,7557,347,4,160000000,110461,1448471400,Asia,2023-02-28
1387,USA,105285347,8524,1145661,105.0,102682399,28049,1457287,2533,314467,3422,1166932082,3485405,334805269,North America,2023-02-28
1388,India,44686371,0,530771,0.0,44153343,0,2257,0,31768,377,918679922,653106,1406631776,Asia,2023-02-28
1389,France,39622231,5651,164963,34.0,39387179,3939,70089,869,604140,2515,271490188,4139547,65584518,Europe,2023-02-28
1390,Germany,38144033,0,167951,0.0,37699200,19800,276882,0,454726,2002,122332384,1458359,83883596,Europe,2023-02-28
1391,Brazil,37052936,14706,699087,81.0,36235329,18918,118520,0,172056,3246,63776166,296146,215353593,South America,2023-02-28
1392,Japan,33205088,14524,72387,67.0,21684955,1051,11447746,166,264404,576,95119322,757411,125584838,Asia,2023-02-28
1393,S. Korea,30513721,10817,33977,16.0,30291522,13489,188222,164,594463,662,15804065,307892,51329899,Asia,2023-02-28
1394,Italy,25576852,0,188094,0.0,25219653,0,169105,133,424422,3121,267663187,4441601,60262770,Europe,2023-02-28
1395,UK,24341615,0,206246,0.0,24087869,3539,47500,0,355363,3011,522526476,7628357,68497907,Europe,2023-02-28
1396,Russia,22272470,9753,396100,35.0,21614852,14365,261518,0,152754,2717,273400000,1875095,145805947,Europe,2023-02-28
1397,Turkey,17042722,0,101492,0.0,0,0,0,0,199186,1186,162743369,1902052,85561976,Asia,2023-02-28
1398,Spain,13763336,0,119380,0.0,13607068,0,36888,231,294597,2555,471036328,10082298,46719142,Europe,2023-02-28
1399,Vietnam,11526917,12,43186,0.0,10614769,6,868962,5,116488,436,85826548,867342,98953541,Asia,2023-02-28
1400,Australia,11366361,0,19373,0.0,11314814,0,32174,36,436014,743,78835048,3024116,26068792,Australia/Oceania,2023-02-28
1401,Argentina,10044125,0,130463,0.0,9909866,0,3796,363,218302,2836,35716069,776264,46010234,South America,2023-02-28
1402,Taiwan,10043227,10120,17948,40.0,9715178,24188,310101,0,420419,751,30742304,1286903,23888595,Asia,2023-02-28
1403,Netherlands,8596296,1039,22992,0.0,8558816,210,14488,53,499452,1336,25984435,1509718,17211447,Europe,2023-02-28
1404,Iran,7567906,82,144845,0.0,7339365,82,83696,288,87976,1684,55034937,639771,86022837,Asia,2023-02-28
1405,Mexico,7451429,437,332988,2.0,6690914,3210,427527,0,56638,2531,19572325,148768,131562772,North America,2023-02-28
1406,Indonesia,6736046,266,160914,3.0,6571692,235,3440,0,24132,576,114158919,408975,279134505,Asia,2023-02-28
1407,Poland,6419480,3772,118884,16.0,5335940,0,964656,696,170098,3150,38270606,1014065,37739785,Europe,2023-02-28
1408,Colombia,6359464,0,142615,0.0,6182304,0,34545,342,123454,2769,36951507,717327,51512762,South America,2023-02-28
1409,Austria,5911294,5700,21887,0.0,5835484,4332,53923,72,651978,2414,211273524,23302116,9066710,Europe,2023-02-28
1410,Greece,5849949,0,36077,0.0,5803381,1598,10491,115,567040,3497,102228365,9909078,10316637,Europe,2023-02-28
1411,Portugal,5566708,0,26117,0.0,5537790,642,2801,61,548954,2575,45980330,4534294,10140570,Europe,2023-02-28
1412,Ukraine,5382095,0,111175,0.0,5261929,0,8991,0,124608,2574,32603805,754855,43192122,Europe,2023-02-28
1413,Chile,5166328,1406,64176,0.0,5097447,2039,4705,85,268378,3334,48438160,2516243,19250195,South America,2023-02-28
1414,Malaysia,5042791,206,36958,1.0,4996585,176,9248,7,151978,1114,68088226,2052020,33181072,Asia,2023-02-28
1415,Israel,4799283,629,12290,6.0,4781252,0,5741,57,514613,1318,41373364,4436346,9326000,Asia,2023-02-28
1416,DPRK,4772813,0,74,0.0,4772739,0,0,0,183636,3,0,0,25990679,Asia,2023-02-28
1417,Thailand,4728035,0,33911,0.0,4692636,0,1488,0,67468,484,17270775,246450,70078203,Asia,2023-02-28
1418,Belgium,4717655,0,33717,0.0,4658897,557,25041,43,404315,2890,36709556,3146099,11668278,Europe,2023-02-28
1419,Czechia,4609820,1678,42436,2.0,4558089,884,9295,38,429348,3952,56998352,5308699,10736784,Europe,2023-02-28
1420,Canada,4591149,0,51249,0.0,4499195,1575,40705,99,119597,1335,66343123,1728207,38388419,North America,2023-02-28
1421,Peru,4485684,68,219429,23.0,4264334,0,1921,38,133169,6514,38024834,1128862,33684208,South America,2023-02-28
1422,Switzerland,4389655,0,14452,0.0,4371249,0,3954,39,500323,1647,23833472,2716487,8773637,Europe,2023-02-28
1423,Philippines,4076307,77,66111,3.0,4000971,134,9225,162,36231,588,34593073,307469,112508994,Asia,2023-02-28
1424,South Africa,4063573,336,102595,0.0,3912506,0,48472,192,66883,1689,26795090,441027,60756135,Africa,2023-02-28
1425,Romania,3340342,0,67704,0.0,3260101,0,12537,115,175518,3558,26676248,1401701,19031335,Europe,2023-02-28
1426,Denmark,3175195,66,8265,10.0,3166012,90,918,19,544168,1416,129195966,22141743,5834950,Europe,2023-02-28
1427,Hong Kong,2883346,96,13457,6.0,2846874,2271,23015,28,379173,1770,76127725,10011143,7604299,Asia,2023-02-28
1428,Sweden,2697827,0,23633,0.0,2670577,140,3617,9,264002,2313,19469139,1905196,10218971,Europe,2023-02-28
1429,Serbia,2492563,859,17826,5.0,2460909,755,13828,16,288057,2060,12396861,1432664,8653016,Europe,2023-02-28
1430,Iraq,2465545,0,25375,0.0,2439497,0,673,21,58474,602,19544451,463523,42164965,Asia,2023-02-28
1431,Singapore,2222006,0,1722,0.0,2149583,0,70701,1,373852,290,24756666,4165302,5943546,Asia,2023-02-28
1432,New Zealand,2216852,0,3904,0.0,2205354,0,7594,0,452585,797,7768604,1586011,4898203,Australia/Oceania,2023-02-28
1433,Hungary,2194969,0,48745,0.0,2142682,0,3542,6,228494,5074,11394556,1186160,9606259,Europe,2023-02-28
1434,Bangladesh,2037773,0,29445,0.0,1998448,0,9880,0,12138,175,15254399,90862,167885689,Asia,2023-02-28
1435,Slovakia,1862889,110,21021,4.0,1840687,105,1181,20,341176,3850,7402963,1355806,5460193,Europe,2023-02-28
1436,Georgia,1825598,0,16965,0.0,1776548,0,32085,0,459995,4275,16920079,4263340,3968738,Asia,2023-02-28
1437,Jordan,1746997,0,14122,0.0,1731007,0,1868,59,169597,1371,17201885,1669945,10300869,Asia,2023-02-28
1438,Ireland,1702523,0,8629,0.0,1692179,115,1715,11,339135,1719,13024205,2594360,5020199,Europe,2023-02-28
